group;frage;cat2_old;cat3_old;cat4_old;graphName;cat1_new;cat2_new;cat3_new;cat4_new;quote
v1;didaktik;interaktion;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;schlechte Kommunikation zwischen den Teilnehmenden in Präsenz und Teilnehmenden online. Aufgaben und Übungen müssen für beide Modalitäten funktionieren, dadurch fällt einiges weg.
v1;didaktik;engagement;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;Lack of motivation from the students to say something or turn on the camera. They might be also silent in class but speaking to a black screen is harder than speaking to a group of silent students for the instructor too.
v1;didaktik;humanising;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Soziales;Soziale Präsenz;;Lack of motivation from the students to say something or turn on the camera. They might be also silent in class but speaking to a black screen is harder than speaking to a group of silent students for the instructor too.
v1;didaktik;engagement;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Engagement & Aufmerksamkeit Studierender;;;"Einbindung online teilnehmender Studierender  
"
v1;didaktik;humanising;;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Soziales;Soziale Präsenz;;"Es ist eine Doppelbelastung wenn man Sprachunterricht gleichzeitig im Präsenz als auch  online macht; am Ende der Sitzung ist man erschöpft. Für Lehrenden mit vollen Deputat (8  Kurse in der Woche) ist es so gut wie unmöglich diese Doppelbelastung zu übernehmen. Ich  rede aus Erfahrung, weil viele Studenten dieses Format bevorzugen und ich habe es  versucht, aber es ist sehr anstrengend. Wenn es durchgeführt wird, muss das Lehrdeputat  anders angerechnet werden.  
"
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Ausstattung der Lehrräume bisher nicht optimal (insbesondere Sound)
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Der Ton in den Seminarräumen ist so schlecht, dass die Online-Studierenden nichts verstehen. AUßerdem ist der Bildschirm in den Räumen meist im Rücken des Dozierenden und man vergisst die Präsenzstudierenden schnell
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Diskussionen sind aufgrund der Mikrofone bei gleichzeitigem Sprechen schwierig
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Technik nicht in allen Seminarräumen vorhanden, insbesondere schlechte Audio-Ausstattung, manchmal auch größere Wlan-Probleme
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;fehlende niedrigschwellige Möglichkeit für vernünftiges Audio (so dass die Online-Teilnehmer den Raum gut hören
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Audioqualität auch von Wortmeldungen der Studierenden in Präsenz
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;"Sich gegenseitig verstehen; erforderliche technische Ausstattung in der Abteilung nicht vorhanden"
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;Die Räume müssten so ausgestattet sein, dass die digitalen Teilnehmenden auch verstehen, was andere Seminarteilnehmende sagen. Die Ausstattung mit entsprechenden Mikrofonen ist den meisten Räumen nicht gegeben.
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;nur ein Bildschirm im Seminarraum steht zur Verfügung, man kann nicht gleichzeitig auf die Inhalte und auf die Meldungen der Studierenden achten, teilweise sehr schlechte Audioqualität in den Räumen
v1;technik;störungenQualität;_audio;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Audio;;hinreichende tonqualitaet nur bei sehr guter ausstattung
v1;technik;störungenQualität;_internet;internet_uni;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;wir haben am Institut in keinem Raum stabiles internet. auch kameras und wurfmikorofone fehlen
v1;technik;störungenQualität;_internet;internet_allgemein;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet allgemein;Ausstattung der Räume, unsichere INternetverbindung
v1;technik;störungenQualität;_internet;internet_uni;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;Funktionierendes Internet ist nicht gegeben. Ich nutze teilweise wieder Tafel und Kreide, weil es schneller geht.
v1;technik;störungenQualität;_internet;internet_uni;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;technische Ausstattung (Internet / Kamera) ist in Seminarräumen nicht standatdmäßig ausgerüstet
v1;technik;störungenQualität;_internet;internet_uni;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;Technik nicht in allen Seminarräumen vorhanden, insbesondere schlechte Audio-Ausstattung, manchmal auch größere Wlan-Probleme
v1;technik;störungenQualität;_internet;internet_uni;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;Probleme mit eduroam, das öfter für einige Sekunden ausfällt, Mikrofone nicht ausreichend, um den gesamten Raum aufzunehmen, Gesagtes muss häufig wiederholt werden.
v1;technik;störungenQualität;_internet;internet_uni;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet @Uni;"instabiles WLAN an der Uni! 
Studierende und Lehrende sind nicht immer so ausgestattet, das optimale Bedingungen für hybride Lehre vorliegen. Notebooks können teilweise nicht schnell übertragen, WLAN/LAN zuhause reicht nicht aus (stockende Übertragung), schlechte Mikrophoe/Kameras."
v1;technik;störungenQualität;_internet;internet_allgemein;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Internet;Internet allgemein;Verbindung muss sicher sein
v1;technik;_usability;_kompetenzLP;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Kompetenz;;keine Ahnung wie das Zoom aufgebaut werden muss
v1;technik;_usability;_kompetenzLP;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Kompetenz;;Wissen um Formate
v1;technik;_usability;_kompetenzLP;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Kompetenz;;- Die Fähigkeit, mit technischen Entwicklungen umzugehen und mit verschiedenen Formaten an dem Unterricht teilzunehmen
v1;technik;_wartungSupport;_techSupport;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;kein Tech-Support;;die bekannten Herausforderungen unserer Seminarräume am Campus Mitte: uneinheitliche Ausstattung, nicht störungsarme Wartung, unklare Verteilung der Zuständigkeit bei der Behebung technischer Fehler (auch weil Institute eigene Technik angeschafft haben). Kein Vorwurf an die Kolleg:innen, die unter Herrn Damis bzw. jetzt Herrn Tauchmann arbeiten, es ist ein systematisches Problem an unserer Uni
v1;technik;_wartungSupport;_techSupport;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;kein Tech-Support;;teilweise mangelnde technische Ausstattung bzw. Support
v1;technik;störungenQualität;_video;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Video;;Bild manchmal verzerrt, Personen schlecht erkennbar
v1;technik;_ausstattung;ausstattung_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Allgemein;;Ausstattung der Lehrräume bisher nicht optimal (insbesondere Sound)
v1;technik;_ausstattung;ausstattung_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Allgemein;;keine, wenn der Raum und die technische Infrastruktur dafür geeignet ist
v1;technik;_ausstattung;ausstattung_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Allgemein;;viel zu aufwendig (in den meisten Lehr-Räumen nicht möglich) und viel zu fehleranfällig
v1;technik;_ausstattung;ausstattung_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Allgemein;;Die technische Ausstattung ist an der HU insgesamt nicht zufriedenstellend
v1;technik;_ausstattung;ausstattung_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Allgemein;;Ausstattung der Räume, unsichere INternetverbindung
v1;technik;_ausstattung;ausstattung_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Allgemein;;die bekannten Herausforderungen unserer Seminarräume am Campus Mitte: uneinheitliche Ausstattung, nicht störungsarme Wartung, unklare Verteilung der Zuständigkeit bei der Behebung technischer Fehler (auch weil Institute eigene Technik angeschafft haben). Kein Vorwurf an die Kolleg:innen, die unter Herrn Damis bzw. jetzt Herrn Tauchmann arbeiten, es ist ein systematisches Problem an unserer Uni
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;ich habe keine technische Ausrüstung
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;wir haben am Institut in keinem Raum stabiles internet. auch kameras und wurfmikorofone fehlen
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;"Microphone so online can hear all participants; speakers so offline hears online participants; Camera(s) so online participants see everyone"
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;technische Ausstattung (Internet / Kamera) ist in Seminarräumen nicht standatdmäßig ausgerüstet
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;teilweise mangelnde technische Ausstattung bzw. Support
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;"fehlendes Mikrofon, um mich und die Teilnehmenden digital gut zu hören; langer Aufbau etwaiger Übertragungssysteme"
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;Technik nicht in allen Seminarräumen vorhanden, insbesondere schlechte Audio-Ausstattung, manchmal auch größere Wlan-Probleme
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;"Hörsaal 2 in Haus 18 ist noch nicht hybridfähig; keine mobile Ausstattung in Haus 18 zur Nutzung im Seminarraum."
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;Mainly the technological capacities on both sides. The lack of microphones in the classrooms. Unstable internet conenctions at home. Outdated technology in some classrooms.
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;"Sich gegenseitig verstehen; erforderliche technische Ausstattung in der Abteilung nicht vorhanden"
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;Die Räume müssten so ausgestattet sein, dass die digitalen Teilnehmenden auch verstehen, was andere Seminarteilnehmende sagen. Die Ausstattung mit entsprechenden Mikrofonen ist den meisten Räumen nicht gegeben.
v1;technik;_ausstattung;ausstattung_fehlt;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Fehlt;;Fehlende sofort benutzbare Ausrüstung in den meisten Räumen
v1;technik;_ausstattung;ausstattung_ungeeignet;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Ungeeignet;;funktionale Raumausstattung
v1;technik;_ausstattung;ausstattung_ungeeignet;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Ungeeignet;;Der Ton in den Seminarräumen ist so schlecht, dass die Online-Studierenden nichts verstehen. AUßerdem ist der Bildschirm in den Räumen meist im Rücken des Dozierenden und man vergisst die Präsenzstudierenden schnell
v1;technik;_ausstattung;ausstattung_ungeeignet;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Ungeeignet;;Probleme mit eduroam, das öfter für einige Sekunden ausfällt, Mikrofone nicht ausreichend, um den gesamten Raum aufzunehmen, Gesagtes muss häufig wiederholt werden.
v1;technik;_ausstattung;ausstattung_ungeeignet;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Ungeeignet;;nur ein Bildschirm im Seminarraum steht zur Verfügung, man kann nicht gleichzeitig auf die Inhalte und auf die Meldungen der Studierenden achten, teilweise sehr schlechte Audioqualität in den Räumen
v1;technik;_ausstattung;ausstattung_ungeeignet;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Ungeeignet;;hinreichende tonqualitaet nur bei sehr guter ausstattung
v1;technik;_ausstattung;ausstattung_ungeeignet;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Ausstattung;Ungeeignet;;"instabiles WLAN an der Uni! 
Studierende und Lehrende sind nicht immer so ausgestattet, das optimale Bedingungen für hybride Lehre vorliegen. Notebooks können teilweise nicht schnell übertragen, WLAN/LAN zuhause reicht nicht aus (stockende Übertragung), schlechte Mikrophoe/Kameras."
v1;technik;_remote;remote_internet;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Remote-Technik;Internet;;Mainly the technological capacities on both sides. The lack of microphones in the classrooms. Unstable internet conenctions at home. Outdated technology in some classrooms.
v1;technik;_remote;remote_internet;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Remote-Technik;Internet;;"instabiles WLAN an der Uni! 
Studierende und Lehrende sind nicht immer so ausgestattet, das optimale Bedingungen für hybride Lehre vorliegen. Notebooks können teilweise nicht schnell übertragen, WLAN/LAN zuhause reicht nicht aus (stockende Übertragung), schlechte Mikrophoe/Kameras."
v1;technik;_remote;remote_sonstiges;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Remote-Technik;Sonstiges;;Aufwand bei der Installation, keine Kontrolle über etwaige technische Probleme der Teilnehmenden
v1;technik;störungenQualität;störungen_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Allgemein;;viel zu aufwendig (in den meisten Lehr-Räumen nicht möglich) und viel zu fehleranfällig
v1;technik;störungenQualität;störungen_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Störungen & Qualität;Allgemein;;Aufwand bei der Installation, keine Kontrolle über etwaige technische Probleme der Teilnehmenden
v1;technik;_sonstiges;unklar;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Sonstiges;Unklar;;Es ist manchmal schwierig alle Studenten digital einzubinden.
v1;technik;_sonstiges;unklar;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Sonstiges;Unklar;;Inzwischen können die Techniker alles installieren, es hängt vom Geld ab
v1;technik;_sonstiges;unklar;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Sonstiges;Unklar;;kein Büro in der Fakultät zu Hause kein stabiles WLAN (Telekom hat immer noch kein Glasfaserkabelanschluss verlegt)
v1;technik;_sonstiges;unklar;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Sonstiges;Unklar;;schlechtes Internet im Homeoffice
v1;technik;_sonstiges;unklar;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Sonstiges;Unklar;;Gute Online Lehre braucht erheblichen Aufwand (Arbeitsplatz, Synchronisierung, keine Tafel, ...), den ich scheue.
v1;technik;_usability;usability_abläufeInteraktionen;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Abläufe;;Der Ton in den Seminarräumen ist so schlecht, dass die Online-Studierenden nichts verstehen. AUßerdem ist der Bildschirm in den Räumen meist im Rücken des Dozierenden und man vergisst die Präsenzstudierenden schnell
v1;technik;_usability;usability_abläufeInteraktionen;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Abläufe;;Diskussionen sind aufgrund der Mikrofone bei gleichzeitigem Sprechen schwierig
v1;technik;_usability;usability_abläufeInteraktionen;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Abläufe;;Funktionierendes Internet ist nicht gegeben. Ich nutze teilweise wieder Tafel und Kreide, weil es schneller geht
v1;technik;_usability;usability_abläufeInteraktionen;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Abläufe;;Probleme mit eduroam, das öfter für einige Sekunden ausfällt, Mikrofone nicht ausreichend, um den gesamten Raum aufzunehmen, Gesagtes muss häufig wiederholt werden.
v1;technik;_usability;usability_abläufeInteraktionen;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Abläufe;;Auf- und Abbau der benötigten Technik ist zeitaufwändig und verzögert die Abläufe
v1;technik;_usability;usability_abläufeInteraktionen;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Abläufe;;nur ein Bildschirm im Seminarraum steht zur Verfügung, man kann nicht gleichzeitig auf die Inhalte und auf die Meldungen der Studierenden achten, teilweise sehr schlechte Audioqualität in den Räumen
v1;technik;_usability;usability_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;- zeitlicher Aufwand, sich wandelnde Plattformen (man entwickelt etwas für H5P, dass dann nicht mehr funktioniert, weil sich die Integration in Moodle verändert hat o.Ä.)
v1;technik;_usability;usability_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;viel zu aufwendig (in den meisten Lehr-Räumen nicht möglich) und viel zu fehleranfällig
v1;technik;_usability;usability_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;Ein Zusatzaufwand, dessen Vorteile ich in meinen Kursen nicht sehe.
v1;technik;_usability;usability_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;Zu viele unterschiedliche Erfordernisse für 1 Lehrende
v1;technik;_usability;usability_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;der technische Aufwand ist in der Regel doch höher als reine Präsenz oder rein digital
v1;technik;_usability;usability_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;Aufwand
v1;technik;_usability;usability_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;"instabiles WLAN an der Uni! 
Studierende und Lehrende sind nicht immer so ausgestattet, das optimale Bedingungen für hybride Lehre vorliegen. Notebooks können teilweise nicht schnell übertragen, WLAN/LAN zuhause reicht nicht aus (stockende Übertragung), schlechte Mikrophoe/Kameras."
v1;technik;_usability;usability_allgemein;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Allgemein;;Mehraufwand
v1;technik;_usability;usability_aufbau;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Auf- und Abbau;;Komplexes System aufbauen, einrichten, abbauen.
v1;technik;_usability;usability_aufbau;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Auf- und Abbau;;"fehlendes Mikrofon, um mich und die Teilnehmenden digital gut zu hören; langer Aufbau etwaiger Übertragungssysteme"
v1;technik;_usability;usability_aufbau;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Auf- und Abbau;;mobile geräte, aufbau für jede SItzung ist aufwendig
v1;technik;_usability;usability_aufbau;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Auf- und Abbau;;Auf- und Abbau der benötigten Technik ist zeitaufwändig und verzögert die Abläufe
v1;technik;_usability;usability_aufbau;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Auf- und Abbau;;-Zeitverlust durch Aufsetzen der Technik
v1;technik;_usability;usability_aufbau;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Auf- und Abbau;;Aufwand bei der Installation, keine Kontrolle über etwaige technische Probleme der Teilnehmenden
v1;technik;_usability;usability_aufbau;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Auf- und Abbau;;Komplizierte Einrichtung von Video und Audio
v1;technik;_usability;usability_software;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Usability;Software;;- zeitlicher Aufwand, sich wandelnde Plattformen (man entwickelt etwas für H5P, dass dann nicht mehr funktioniert, weil sich die Integration in Moodle verändert hat o.Ä.)
v1;organisation;anwesenheit;*gruppengrößen;;Nicht-Hybrid-Lehrende;Organisation;Anwesenheit;Planung Gruppengrößen;;"Ggf. schlecht vorhersehbar, wie viele Studierende jeweils online/ in Präsenz teilnehmen; erschwert didaktische Gestaltung"
v1;organisation;_sonstiges;*sonstiges-unklar;;Nicht-Hybrid-Lehrende;Organisation;Sonstiges;Unklar;;verschiedene
v1;organisation;_sonstiges;*sonstiges-unklar;;Nicht-Hybrid-Lehrende;Organisation;Sonstiges;Unklar;;Organisatorisch mag es leichter klingen 40 Studenten digital einzubinden, praktisch müssen diese in ein Labor bzw. Seminarraum reinpassen für eine repräsentative Lehre.
v1;organisation;_sonstiges;*sonstiges-unklar;;Nicht-Hybrid-Lehrende;Organisation;Sonstiges;Unklar;;Flexibilität und Mobilität
v1;organisation;_abläufeInteraktionen;abläufeModeration;;Nicht-Hybrid-Lehrende;Organisation;Durchführung;Abläufe & Moderation;;WLAN-Verbindung bei den Studierenden, Fehleinschätzung eigener Fähigkeiten und Möglichkeiten der Studierenden (ist ja menschlich, sorgt aber für unnötige Prozeese während der Seminarzeit)
v1;organisation;_abläufeInteraktionen;abläufeModeration;;Nicht-Hybrid-Lehrende;Organisation;Durchführung;Abläufe & Moderation;;jede zusätzliche organisatorische Regel führt zu Missverstehen
v1;organisation;_abläufeInteraktionen;kommunikation;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;die Überzeugung, dass das Konzept Universität zum Teil auch auf dem persönlichen und regelmäßigen Austausch beruht
v1;organisation;_abläufeInteraktionen;kommunikation;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Die Onlinegruppe ist in den allermeisten Fällen nur passiv mit schlechten Einbindungsnöglichkeiten dabei.
v1;organisation;_abläufeInteraktionen;kommunikation;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;zeitlicher Aufwand, Kommunikation aller schwierig
v1;organisation;_abläufeInteraktionen;kommunikation;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;für Studierenden, die online teilnehmen, ist es sehr schwierig an den Sitzungen adequat teilzunehmen, insbesondere wenn man vor Ort gruppenarbeit macht oder Tafel nutzt
v1;organisation;_abläufeInteraktionen;kommunikation;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Gleichberechtigte Einbeziehung beider Studierendengruppen
v1;organisation;_abläufeInteraktionen;kommunikation;;Nicht-Hybrid-Lehrende;Didaktik & Menschliche Kommunikation;Interaktion & Kommunikation;;;Gleichzeitige Interaktion zwischen Präsenz Studierenden und digital zugeschalteten Studierenden.
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;ich habe chronische Migräne und eine Sehbehinderung, so dass eine doppelte Kontenztration auf Anwesende und online Anwesende zugleich so irrsinnig anstrengend ist, dass ich danach 3 Tage mit Migräne flach liege. macht also keinen Sinn
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;Ich kann nicht gleich gut sowohl den Präsenzraum als auch den Zoom-Raum betreuen. Ich habe einzelne synchrone hybride Sitzungen schon geleitet, aber immer mit Co-Lehrenden.
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;Siehe oben
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;"Setup and test all the equipment; Need for a second person; additional overhead"
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;"v.a. ""doppelte"" Aufmerksamkeit (Reaktionen aus dem Onlineraum wahrnehmen, Interaktion mit Anwesenden herstellen... als eine Lehrperson im Raum zu komplex)"
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;für mich sehr anstrengend beide Gruppen parallel Aufmerksamkeit zu schenken
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;moderation online & offline: dafür braucht es praktisch eine weitere Person
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;Überforderung der Aufmerksamkeit und Koordination
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;"Gleichzeitiges Bedienen/""Abholen""/Betreuen von Zuhörenden im Raum und ausserhalb des Raumes (z.B. bei Diskussionen oder beim Brain-Storming) ist sehr anspruchsvoll und benachteiligt nach meinen Erfahrungswerten meistens eine der beiden Zuhörer-Gruppen"
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;Im Ablauf der Sitzung ist es manchmal schwierig, die online Teilnehmenden nicht aus den Augen zu verlieren.
v1;organisation;_belastungLP;multitasking;;Nicht-Hybrid-Lehrende;Organisation;Belastung Lehrperson;Multitasking;;Sorge vor Nichterreichbarkeit ggf. spontan benötigter technischer Helfer bei Problemen zu Sitzungsbeginn
v1;organisation;anwesenheit;sinkendePräsenz;;Nicht-Hybrid-Lehrende;Organisation;Anwesenheit;Sinkende Anwesenheit;;Es ist zu erwarten, dass sich >90% der Studenten nur Remote einwählt.
v1;organisation;anwesenheit;sinkendePräsenz;;Nicht-Hybrid-Lehrende;Organisation;Anwesenheit;Sinkende Anwesenheit;;Die allermeisten Studenten haben es bevorzugt, remote teilzunehmen. Der Präsenzteil wurde nahezu nicht besucht.
v1;organisation;anwesenheit;sinkendePräsenz;;Nicht-Hybrid-Lehrende;Organisation;Anwesenheit;Sinkende Anwesenheit;;Motivation der Studierenden in Präsenz teilzunehmen, wenn die Veranstaltung auch online angeboten wird
v1;organisation;anwesenheit;sinkendePräsenz;;Nicht-Hybrid-Lehrende;Organisation;Anwesenheit;Sinkende Anwesenheit;;Hybrid als Einstieg zu komplett digitaler Lehre: Fluss der Studierenden von Präsenz auf Digital u.U. möglich - auch trptz schlechter Ausstattungen.
v1;organisation;anwesenheit;sinkendePräsenz;;Nicht-Hybrid-Lehrende;Organisation;Anwesenheit;Sinkende Anwesenheit;;Sowie online angeboten wird, kommt praktisch niemand mehr und die Beteiligung geht drastisch zurück.
v1;organisation;_sonstiges;sonstiges_onlineTNanDerUni;;Nicht-Hybrid-Lehrende;Technik & ihre Nutzung;Remote-Technik;Räume für Online-TN;;Online-Unterricht nur in Randzeiten möglich, da Studierende auch an Präsenzveranstaltungen teilnehmen
v1;organisation;_sonstiges;sonstiges_rechtliches;;Nicht-Hybrid-Lehrende;Organisation;Sonstiges;Rechtliches;;Datenschutzfragen beim Streaming von Präsenzinhalten
